PHRASE	WORDS_COUNT	FREQUENCY	SYNSETS
dim	1	5	312278 change 313464 change 313585 change 311113 change 2162310 perception
jar	1	5	1769090 emotion 1864865 motion 1865051 motion 2667698 stative 1497864 contact
key	1	5	482749 change 2338227 possession 652346 cognition 483656 change 1520655 contact
lap	1	5	2692197 stative 217576 change 2188198 perception 1432176 contact 1170983 consumption
lay	1	5	1651972 creation 1494310 contact 1544692 contact 2307261 possession 1545079 contact
club	1	4	2592250 social 1423929 contact 2592111 social 1320321 contact
conk	1	4	358431 change 23646 body 1862340 motion 1401371 contact
copy	1	4	1734929 creation 1742886 creation 1693881 creation 1747374 creation
crab	1	4	1932586 motion 1140065 competition 1902678 motion 910973 communication
cram	1	4	407146 change 605783 cognition 1524298 contact 1612295 contact
curb	1	4	462092 change 2510337 social 1300937 contact 236592 change
net	1	4	1365945 contact 2291258 possession 2291548 possession 1672168 creation
pad	1	4	321486 change 1921204 motion 1526956 contact 956405 communication
peg	1	4	271201 change 2524897 social 1442203 contact 1340283 contact
pin	1	4	1121621 competition 1368264 contact 1207149 contact 1444723 contact
pry	1	4	784874 communication 2169119 perception 1593254 contact 1630903 creation
ram	1	4	1524298 contact 1561819 contact 1575146 contact 1516534 contact
rap	1	4	2185373 perception 1715997 creation 1042432 communication 1414288 contact
rig	1	4	408085 change 1286151 contact 2573127 social 2351239 possession
rip	1	4	863277 communication 2098041 motion 1573276 contact 1601147 contact
sop	1	4	2284429 possession 1605692 contact 216216 change 1577513 contact
spy	1	4	785690 communication 2154312 perception 2163746 perception 785470 communication
tax	1	4	1166237 consumption 2307547 possession 2308389 possession 844161 communication
vet	1	4	80456 body 2166117 perception 2446504 social 80589 body
win	1	4	1100145 competition 2524171 social 2288295 possession 1111028 competition
zap	1	4	321936 change 1768935 emotion 1325288 contact 1133288 competition
bake	1	4	544136 change 2755565 stative 319886 change 1663749 creation
ace	1	4	2522581 social 1113367 competition 1085130 competition 1077759 competition
ban	1	4	2504017 social 796392 communication 2504280 social 2493666 social
bar	1	4	1478002 contact 796588 communication 2503803 social 1342910 contact
beg	1	4	2270815 possession 782057 communication 810226 communication 759269 communication
dot	1	4	507913 change 2689882 stative 1376245 contact 998294 communication
dun	1	4	528115 change 845144 communication 312165 change 1803003 emotion
end	1	4	1620854 creation 352826 change 2735418 stative 2609764 stative
fan	1	4	227805 change 1409763 contact 1885580 motion 1460937 contact
gum	1	4	69166 body 586387 change 1364019 contact 1175224 consumption
hum	1	4	2706605 stative 1055829 communication 1056214 communication 2187041 perception
jaw	1	4	1037498 communication 824767 communication 1038666 communication 1201089 consumption
job	1	4	2420789 social 2461063 social 2572913 social 2272090 possession
lag	1	4	1513045 contact 1997862 motion 2494356 social 1339050 contact
suit	1	4	2735282 stative 2699941 stative 2702830 stative 2724258 stative
sway	1	4	1876028 motion 1875295 motion 1877355 motion 2586121 social
pipe	1	4	914420 communication 1950295 motion 1670645 creation 1727684 creation
plan	1	4	704690 cognition 705227 cognition 1639714 creation 1638368 creation
plot	1	4	1693453 creation 1638825 creation 710922 cognition 708128 cognition
poll	1	4	2463298 social 2454312 social 2454835 social 1320669 contact
race	1	4	2369948 social 2059462 motion 2058994 motion 1086103 competition
raid	1	4	2275152 possession 1318081 contact 2020027 motion 2494850 social
reek	1	4	68627 body 2124106 perception 2768120 weather 2194723 perception
rein	1	4	2442737 social 1862090 motion 1858362 motion 234857 change
rent	1	4	2208537 possession 2460199 social 2460619 social 2208903 possession
rout	1	4	1281782 contact 1108951 competition 1282413 contact 1104248 competition
sack	1	4	2345048 possession 1486151 contact 2402825 social 2291258 possession
sail	1	4	1846320 motion 1846658 motion 1945516 motion 1869563 motion
salt	1	4	560122 change 213353 change 1375120 contact 2196214 perception
leap	1	4	1965156 motion 1963942 motion 2105082 motion 560391 change
lick	1	4	1170983 consumption 1432176 contact 634906 cognition 1412912 contact
link	1	4	1492052 contact 1354673 contact 713167 cognition 2622234 stative
loft	1	4	711420 cognition 1604012 contact 1604442 contact 2282252 possession
loom	1	4	2696503 stative 1672384 creation 2744061 stative 2696961 stative
love	1	4	1775164 emotion 1828736 emotion 1775535 emotion 1426397 contact
malt	1	4	186001 change 117624 change 117878 change 117757 change
mesh	1	4	405079 change 1510827 contact 2458017 social 1463340 contact
mill	1	4	332017 change 1457825 contact 1902126 motion 1391697 contact
mire	1	4	2678287 stative 1834896 motion 1534745 contact 1835103 motion
nest	1	4	1424948 contact 2654947 stative 1529766 contact 1383393 contact
nick	1	4	54535 body 511318 change 1259005 contact 1259141 contact
note	1	4	1020005 communication 2118933 perception 1020934 communication 2118476 perception
pace	1	4	490722 change 2091165 motion 1929254 motion 702601 cognition
pare	1	4	233089 change 1262564 contact 1552219 contact 1262936 contact
fuel	1	4	1762178 emotion 2356420 possession 2338386 possession 2237024 possession
fume	1	4	68627 body 1795333 emotion 2767922 weather 2127100 perception
fuse	1	4	396997 change 394813 change 397192 change 1137829 competition
goad	1	4	851733 communication 1241073 contact 1240935 contact 1818835 emotion
halt	1	4	354452 change 1859586 motion 2559752 social 1860795 motion
heat	1	4	2333358 possession 1761120 emotion 371264 change 372665 change
hide	1	4	2145814 perception 313987 change 2144835 perception 1582200 contact
hiss	1	4	2069014 motion 862225 communication 1053771 communication 1054186 communication
honk	1	4	1053339 communication 2183175 perception 76400 body 1053495 communication
howl	1	4	1046059 communication 29836 body 1046932 communication 1047381 communication
itch	1	4	1825761 emotion 2119874 perception 2121188 perception 2121423 perception
kite	1	4	2206313 possession 2206140 possession 1848190 motion 1942560 motion
lash	1	4	1877946 motion 1303707 contact 1398032 contact 1411085 contact
leak	1	4	529759 change 258109 change 936169 communication 937023 communication
cure	1	4	81725 body 527935 change 527801 change 527572 change
damp	1	4	390215 change 390560 change 2191311 perception 573085 change
duck	1	4	1976220 motion 1967792 motion 809654 communication 1865203 motion
dust	1	4	1252216 contact 1244351 contact 1376245 contact 1612660 contact
ease	1	4	82308 body 1834213 motion 518395 change 1815185 emotion
edge	1	4	2072501 motion 1466978 contact 1246843 contact 2361600 possession
edit	1	4	201722 change 968038 communication 200863 change 200397 change
fade	1	4	224651 change 93593 body 421917 change 421691 change
fool	1	4	854904 communication 1195804 consumption 854150 communication 2576349 social
fork	1	4	141914 change 328802 change 1579340 contact 1118888 competition
bilk	1	4	2074377 motion 2572792 social 2558172 social 2313801 possession
bite	1	4	1445407 contact 1445932 contact 1441382 contact 2120451 perception
bond	1	4	2351925 possession 1607072 contact 1356750 contact 2538086 social
book	1	4	2498320 social 2498136 social 2599754 social 678777 cognition
buck	1	4	2055267 motion 2531500 social 2378851 social 1884383 motion
bull	1	4	156139 change 2374449 social 2272373 possession 839526 communication
buzz	1	4	2706605 stative 2182109 perception 1924267 motion 792304 communication
calm	1	4	22316 body 416571 change 1764800 emotion 1763829 emotion
claw	1	4	845765 communication 1914297 motion 1213504 contact 1306654 contact
clot	1	4	457770 change 458276 change 457998 change 368367 change
guess	1	4	916909 communication 631737 cognition 672433 cognition 636061 cognition
hedge	1	4	428067 change 1615020 contact 1615190 contact 809654 communication
joint	1	4	1557426 contact 1604696 contact 2354287 possession 2660147 stative
clump	1	4	1484392 contact 2184965 perception 2025009 motion 1930033 motion
cramp	1	4	31181 body 31068 body 236289 change 1304466 contact
creep	1	4	2060588 motion 1911888 motion 2063771 motion 1885845 motion
crowd	1	4	2649305 stative 2028722 motion 2027612 motion 2054864 motion
crown	1	4	485891 change 2694677 stative 1338247 contact 2390949 social
curse	1	4	865387 communication 865958 communication 1030397 communication 866314 communication
dally	1	4	711932 cognition 1037910 communication 2011685 motion 2437465 social
delay	1	4	459776 change 440286 change 2641957 stative 460900 change
dowse	1	4	421306 change 1315140 contact 216216 change 2649220 stative
drain	1	4	389638 change 1158022 consumption 451648 change 2071457 motion
drape	1	4	1542525 contact 1543000 contact 1617034 contact 1612487 contact
eject	1	4	1375637 contact 2076999 motion 104868 body 1468576 contact
evade	1	4	2074377 motion 2369811 social 809654 communication 811039 communication
exalt	1	4	544936 change 1812324 emotion 1812720 emotion 860620 communication
expel	1	4	1108951 competition 2401809 social 104868 body 2501738 social
favor	1	4	2453692 social 692143 cognition 2464725 social 2400037 social
bless	1	4	2264075 possession 866505 communication 866702 communication 867231 communication
board	1	4	2656763 stative 1176897 consumption 1177118 consumption 2018049 motion
bound	1	4	2710673 stative 1892104 motion 1963942 motion 233335 change
brace	1	4	1219706 contact 1219993 contact 22686 body 1806109 emotion
brand	1	4	1588876 contact 1031109 communication 2508245 social 2508663 social
breed	1	4	1429455 contact 1430447 contact 56334 body 1649024 creation
bulge	1	4	256369 change 2714360 stative 2081946 motion 263231 change
charm	1	4	1130455 competition 776523 communication 2586458 social 1806505 emotion
chase	1	4	1583881 contact 2001858 motion 1277649 contact 2535093 social
cheat	1	4	2576503 social 2574516 social 2573275 social 1104624 competition
chuck	1	4	1514525 contact 76400 body 1243661 contact 2227362 possession
clasp	1	4	1216522 contact 1548576 contact 1548290 contact 1222328 contact
thin	1	4	45817 body 430625 change 226071 change 430999 change
tick	1	4	662182 cognition 2175578 perception 1331689 contact 2185664 perception
tilt	1	4	1122906 competition 1884974 motion 2038357 motion 1884577 motion
tire	1	4	76114 body 2280869 possession 75021 body 1821884 emotion
tool	1	4	1956708 motion 2338003 possession 2100341 motion 1669547 creation
trap	1	4	1480770 contact 1606931 contact 2496185 social 1207149 contact
tree	1	4	319111 change 1934205 motion 1616293 contact 1145163 competition
tube	1	4	2329292 possession 1580928 contact 1840929 motion 2079525 motion
twin	1	4	246125 change 57665 body 1292885 contact 2659358 stative
vamp	1	4	533527 change 1739545 creation 1038538 communication 1590389 contact
vary	1	4	436879 change 123170 change 2661252 stative 2662297 stative
void	1	4	450303 change 448440 change 2478059 social 73343 body
wait	1	4	2637938 stative 2641463 stative 2413290 social 720063 cognition
warn	1	4	870213 communication 833071 communication 832907 communication 870577 communication
wink	1	4	8299 body 8435 body 2159890 perception 7739 body
wrap	1	4	1562478 contact 1580467 contact 1522276 contact 1283208 contact
abuse	1	4	203213 change 203556 change 2516594 social 845299 communication
align	1	4	733632 cognition 2658867 stative 466053 change 464321 change
sear	1	4	377715 change 582743 change 218330 change 379440 change
seem	1	4	2745882 stative 2198234 perception 2134672 perception 2133435 perception
shed	1	4	1513430 contact 1541579 contact 1541803 contact 9147 body
shop	1	4	2325968 possession 2466134 social 841986 communication 2326355 possession
sift	1	4	1460029 contact 1460594 contact 675768 cognition 2098827 motion
skid	1	4	1870867 motion 1975121 motion 1870275 motion 1871217 motion
skin	1	4	1921772 motion 1262936 contact 1309478 contact 1263784 contact
slam	1	4	1242391 contact 1242832 contact 1897885 motion 1242689 contact
slop	1	4	1579488 contact 1921591 motion 1178220 consumption 1542207 contact
slur	1	4	1044811 communication 1044891 communication 311113 change 1727866 creation
smut	1	4	89154 body 583759 change 210481 change 286798 change
spar	1	4	773922 communication 1420194 contact 2362700 possession 1420304 contact
spit	1	4	101956 body 1045318 communication 1444563 contact 2757828 weather
stem	1	4	354452 change 176137 change 2713065 stative 2627753 stative
stub	1	4	313354 change 102420 body 1210622 contact 1567183 contact
vouch	1	4	223250 change 792165 communication 1015104 communication 890100 communication
water	1	4	228236 change 69570 body 2357873 possession 452098 change
weave	1	4	1868258 motion 1673891 creation 1882814 motion 1518924 contact
wheel	1	4	2046075 motion 2046441 motion 1887020 motion 1935476 motion
whine	1	4	2171664 perception 1839280 motion 1042531 communication 907930 communication
whisk	1	4	2079679 motion 1417868 contact 1435254 contact 2079818 motion
widen	1	4	303465 change 303940 change 540235 change 303661 change
wring	1	4	1349130 contact 1350971 contact 2241107 possession 1350699 contact
sling	1	4	1601547 contact 2105340 motion 1514348 contact 2105453 motion
slump	1	4	432839 change 1971603 motion 1989720 motion 1988886 motion
smear	1	4	1251928 contact 846509 communication 1233387 contact 1252425 contact
snarl	1	4	402831 change 916520 communication 1462928 contact 916274 communication
sneak	1	4	2276866 possession 2597449 social 2231328 possession 1911888 motion
snort	1	4	6523 body 1199755 consumption 1045073 communication 1200245 consumption
souse	1	4	1577093 contact 1190277 consumption 216216 change 321801 change
spare	1	4	2345647 possession 2564674 social 1158484 consumption 2464583 social
stain	1	4	283415 change 1537409 contact 286008 change 286605 change
still	1	4	583905 change 461493 change 1764800 emotion 1815185 emotion
stool	1	4	74038 body 718645 cognition 95595 body 783859 communication
strap	1	4	392860 change 1411085 contact 83523 body 1289492 contact
stump	1	4	195221 change 1094384 competition 1925338 motion 620379 cognition
swash	1	4	12434 body 2089082 motion 883226 communication 1374020 contact
raven	1	4	1203500 consumption 1213908 contact 1177857 consumption 1196653 consumption
repay	1	4	2344381 possession 2344060 possession 816353 communication 2284951 possession
rerun	1	4	1094539 competition 973888 communication 517684 change 1649482 creation
right	1	4	199659 change 1984734 motion 2519991 social 1984574 motion
rouse	1	4	2056466 motion 1762528 emotion 2083806 motion 18813 body
savor	1	4	2193974 perception 2194138 perception 1820302 emotion 2194286 perception
scald	1	4	371717 change 196758 change 863906 communication 371823 change
scour	1	4	455529 change 1251228 contact 1317276 contact 1251651 contact
scuff	1	4	1917845 motion 1370245 contact 1370439 contact 1370336 contact
sense	1	4	2155248 perception 589309 cognition 589469 cognition 2106006 perception
shame	1	4	1108053 competition 2508078 social 2547225 social 1792287 emotion
shear	1	4	1560369 contact 587124 change 1320513 contact 1320816 contact
shout	1	4	845299 communication 912473 communication 913065 communication 912048 communication
sieve	1	4	1460029 contact 675768 cognition 2400378 social 1460594 contact
skimp	1	4	2345498 possession 2509820 social 2516437 social 2225739 possession
skirt	1	4	2052090 motion 1467370 contact 809654 communication 2703711 stative
slant	1	4	680485 cognition 2038357 motion 2692558 stative 1884577 motion
slice	1	4	1559055 contact 1124389 competition 1408958 contact 1254477 contact
lease	1	4	2208537 possession 2460619 social 2460199 social 2208903 possession
lodge	1	4	1528069 contact 869931 communication 2651424 stative 2652494 stative
loose	1	4	419137 change 419375 change 1475536 contact 2421374 social
paint	1	4	1362736 contact 1684899 creation 1363482 contact 1684663 creation
patch	1	4	261705 change 1590171 contact 2357693 possession 262703 change
plead	1	4	759501 communication 894365 communication 1016316 communication 760576 communication
plumb	1	4	1487830 contact 730647 cognition 646442 cognition 465634 change
plump	1	4	1978199 motion 676267 cognition 1194938 consumption 1500572 contact
plunk	1	4	1452546 contact 1967373 motion 1500572 contact 2184965 perception
poise	1	4	1943571 motion 1602318 contact 1806109 emotion 1602665 contact
print	1	4	1746715 creation 1747945 creation 1749184 creation 1745722 creation
quote	1	4	1023574 communication 1004403 communication 1023925 communication 1023259 communication
field	1	4	1081852 competition 1082290 competition 815539 communication 675592 cognition
fight	1	4	1091427 competition 2589576 social 1090335 competition 2407338 social
flare	1	4	2762806 weather 307785 change 2762981 weather 304252 change
fling	1	4	1512465 contact 2094428 motion 2222318 possession 2269003 possession
flood	1	4	2356704 possession 1524523 contact 452220 change 217152 change
frost	1	4	196595 change 1517175 contact 1208400 contact 1208549 contact
glaze	1	4	125447 change 1269521 contact 2196378 perception 2335363 possession
gloss	1	4	960961 communication 837133 communication 961329 communication 1682582 creation
grade	1	4	658052 cognition 1307609 contact 657550 cognition 657728 cognition
grain	1	4	144169 change 141524 change 1363005 contact 1530898 contact
greet	1	4	2197505 perception 897125 communication 718907 cognition 897241 communication
guard	1	4	2456031 social 2599878 social 1129876 competition 1129337 competition
notice	1	4	1059123 communication 2118476 perception 2154508 perception 1058574 communication
offend	1	4	1789270 emotion 1793177 emotion 1810447 emotion 2566528 social
ordain	1	4	2427916 social 746084 communication 2386012 social 2427726 social
prance	1	4	1958868 motion 1959022 motion 1959181 motion 1916634 motion
prefer	1	4	1826498 emotion 2400037 social 2400251 social 679389 cognition
pursue	1	4	1317533 contact 2000868 motion 2376429 social 2375131 social
recoil	1	4	1892104 motion 2061069 motion 2378950 social 1371454 contact
gurgle	1	4	985334 communication 2177976 perception 1170566 consumption 2187922 perception
gutter	1	4	1204677 consumption 2084879 motion 1310125 contact 2769077 weather
harbor	1	4	2148604 perception 2350065 possession 2656189 stative 1773130 emotion
hasten	1	4	1644522 creation 2548893 social 2058994 motion 459498 change
imbibe	1	4	1170052 consumption 602510 cognition 1540042 contact 1539063 contact
infect	1	4	88713 body 2580237 social 605498 cognition 89750 body
insert	1	4	1025602 communication 1389776 contact 187526 change 1421622 contact
insure	1	4	662589 cognition 891216 communication 2251065 possession 890590 communication
intend	1	4	955148 communication 708538 cognition 709379 cognition 931852 communication
invade	1	4	2019716 motion 2654686 stative 1126360 competition 1227488 contact
lather	1	4	109540 body 36932 body 1411085 contact 512043 change
locate	1	4	413876 change 2694933 stative 2333689 possession 2286204 possession
mangle	1	4	292672 change 1390486 contact 548750 change 1232098 contact
market	1	4	470386 change 2298471 possession 2326198 possession 2298160 possession
divert	1	4	2492362 social 1952363 motion 2064887 motion 2312014 possession
divest	1	4	2313906 possession 2385372 social 177243 change 2314275 possession
drench	1	4	498163 change 216216 change 2771564 weather 1169589 consumption
falter	1	4	981544 communication 2740204 stative 1901133 motion 1901289 motion
fasten	1	4	420132 change 1340439 contact 1290133 contact 1343892 contact
favour	1	4	2453692 social 2464725 social 2400037 social 692143 cognition
finger	1	4	1209678 contact 924431 communication 1209953 contact 1314573 contact
fixate	1	4	486703 change 486998 change 2538365 social 2170861 perception
forget	1	4	613018 cognition 610167 cognition 609100 cognition 614829 cognition
govern	1	4	2628647 stative 2511551 social 2586619 social 2442205 social
co-opt	1	4	2362460 possession 2401051 social 2397266 social 2536098 social
couple	1	4	2490430 social 1297624 contact 1292885 contact 1428853 contact
crease	1	4	1277784 contact 1240514 contact 564857 change 1278427 contact
credit	1	4	683930 cognition 2264752 possession 727143 cognition 727791 cognition
cruise	1	4	1931566 motion 1844653 motion 1844859 motion 2154031 perception
crunch	1	4	331082 change 1058224 communication 1201693 consumption 1594978 contact
dabble	1	4	1976384 motion 2416030 social 2419613 social 1865575 motion
debate	1	4	773432 communication 714884 cognition 812580 communication 813044 communication
decide	1	4	701877 cognition 697589 cognition 699485 cognition 698855 cognition
deepen	1	4	227165 change 226566 change 551210 change 570524 change
devour	1	4	1820798 emotion 1197014 consumption 1196653 consumption 1565360 contact
distil	1	4	229026 change 229280 change 364868 change 68467 body
afford	1	4	2358034 possession 1192628 consumption 2339171 possession 2744451 stative
arrest	1	4	1859586 motion 1131473 competition 1215137 contact 1505958 contact
assert	1	4	717045 cognition 1011031 communication 1016778 communication 2373785 social
assess	1	4	682230 cognition 681429 cognition 2308389 possession 2308552 possession
attain	1	4	2286687 possession 2020590 motion 2526085 social 2006834 motion
attest	1	4	820352 communication 1014821 communication 820611 communication 820976 communication
babble	1	4	937208 communication 1065630 communication 1037650 communication 2187922 perception
banish	1	4	2003359 motion 2504017 social 2504280 social 2503803 social
become	1	4	149583 change 2724258 stative 2623529 stative 2626604 stative
billow	1	4	256117 change 2041422 motion 2041728 motion 2041206 motion
browse	1	4	1174742 consumption 2326355 possession 1315333 contact 1576165 contact
bruise	1	4	339268 change 259560 change 1793177 emotion 1492725 contact
bundle	1	4	15163 body 1484392 contact 1487008 contact 1483779 contact
canvas	1	4	2458747 social 1268297 contact 644583 cognition 2454312 social
tally	1	4	949841 communication 1111816 competition 2657219 stative 949288 communication
tense	1	4	25203 body 26153 body 1572728 contact 536304 change
tithe	1	4	2252755 possession 2252542 possession 2307008 possession 2306869 possession
tramp	1	4	1920698 motion 1921204 motion 1881180 motion 1881957 motion
trump	1	4	1109259 competition 975202 communication 2179154 perception 1078235 competition
twine	1	4	1518047 contact 1522276 contact 1517662 contact 1223182 contact
utter	1	4	2043851 motion 941990 communication 940384 communication 983824 communication
harbour	1	4	2148604 perception 2656189 stative 1773130 emotion 2350065 possession
harness	1	4	1491697 contact 1163495 consumption 234857 change 2442737 social
immerse	1	4	1582409 contact 601378 cognition 601043 cognition 1577635 contact
include	1	4	183879 change 2449847 social 2632940 stative 684838 cognition
indorse	1	4	2447793 social 997794 communication 2453889 social 2556817 social
indulge	1	4	1182293 consumption 2511276 social 2570267 social 1191645 consumption
inhibit	1	4	462092 change 462689 change 2451679 social 2423762 social
compact	1	4	1389329 contact 1483779 contact 1387786 contact 1484027 contact
compare	1	4	982779 communication 2729632 stative 653620 cognition 652900 cognition
concede	1	4	2316649 possession 806049 communication 1117609 competition 818553 communication
concoct	1	4	1634142 creation 1459896 contact 1666131 creation 1635056 creation
concord	1	4	1648488 creation 1465506 contact 2700104 stative 805376 communication
consist	1	4	2750854 stative 2658050 stative 2633356 stative 2653381 stative
consult	1	4	876442 communication 877559 communication 876665 communication 877083 communication
corrupt	1	4	203081 change 2284096 possession 2579447 social 1537959 contact
crucify	1	4	823827 communication 2484049 social 1801847 emotion 1803003 emotion
crumple	1	4	1278817 contact 564857 change 1279186 contact 2041877 motion
descend	1	4	2591312 social 1970826 motion 2737187 stative 342164 change
destroy	1	4	1326528 contact 1564144 contact 1619929 creation 1083373 competition
verify	1	4	2520997 social 664483 cognition 1011031 communication 1012395 communication
winnow	1	4	177984 change 1460937 contact 1885708 motion 677203 cognition
wrench	1	4	91124 body 1868780 motion 1349130 contact 1349493 contact
account	1	4	867644 communication 2607432 stative 965035 communication 2265231 possession
amplify	1	4	263904 change 839834 communication 434077 change 264386 change
analyse	1	4	643197 cognition 643473 cognition 644583 cognition 736216 cognition
analyze	1	4	643197 cognition 644583 cognition 643473 cognition 736216 cognition
animate	1	4	547995 change 192836 change 24279 body 1812720 emotion
apprise	1	4	315605 change 316195 change 873682 communication 831074 communication
apprize	1	4	315605 change 873682 communication 316195 change 831074 communication
balance	1	4	2264967 possession 2673134 stative 1602318 contact 2743020 stative
bombard	1	4	291624 change 863579 communication 1131902 competition 1507914 contact
bristle	1	4	1983597 motion 2715456 stative 651298 cognition 2715595 stative
broaden	1	4	317468 change 317569 change 436404 change 540235 change
calcify	1	4	498530 change 498662 change 572362 change 498988 change
sluice	1	4	455368 change 1853882 motion 2758399 weather 1854001 motion
splice	1	4	2489456 social 1560034 contact 1560184 contact 1559868 contact
splosh	1	4	1921591 motion 2186868 perception 1374767 contact 1374020 contact
stifle	1	4	359511 change 1568630 contact 1476180 contact 390842 change
stroke	1	4	1124608 competition 1124722 competition 1225970 contact 880658 communication
summon	1	4	270215 change 1381549 contact 791134 communication 1041762 communication
supply	1	4	1027174 communication 2327200 possession 1182709 consumption 2479323 social
tangle	1	4	1521124 contact 1474034 contact 1462928 contact 2677797 stative
tender	1	4	514871 change 2298632 possession 2296615 possession 2296495 possession
thresh	1	4	2093920 motion 1890792 motion 1416193 contact 1416364 contact
thrill	1	4	1888946 motion 1812324 emotion 1796346 emotion 2117333 perception
unfold	1	4	2144101 perception 2054989 motion 293760 change 1579813 contact
unwind	1	4	26385 body 1523654 contact 25654 body 1523823 contact
regret	1	4	911562 communication 1796924 emotion 1796582 emotion 911761 communication
remain	1	4	2727462 stative 2637592 stative 117985 change 2731024 stative
replay	1	4	1075883 competition 1738347 creation 1081001 competition 1725530 creation
resign	1	4	2316304 possession 2367032 social 732394 cognition 2382367 social
resile	1	4	1892104 motion 387680 change 2381227 social 798717 communication
resume	1	4	350104 change 1007924 communication 2381951 social 350283 change
retain	1	4	2283324 possession 610010 cognition 2410175 social 2701628 stative
retard	1	4	439958 change 438752 change 2752567 stative 440286 change
riffle	1	4	2040054 motion 1591357 contact 2153023 perception 1419160 contact
savour	1	4	2193974 perception 2194138 perception 1820302 emotion 2194286 perception
search	1	4	2153709 perception 1317723 contact 1315613 contact 648224 cognition
seethe	1	4	2706605 stative 519751 change 324427 change 1767612 emotion
sicken	1	4	2195191 perception 1808374 emotion 88209 body 87454 body
master	1	4	597634 cognition 597385 cognition 2539334 social 1108627 competition
narrow	1	4	304422 change 437449 change 715541 cognition 305109 change
negate	1	4	823436 communication 666886 cognition 470084 change 2663141 stative
nobble	1	4	512640 change 2572119 social 2276866 possession 1471043 contact
disjoint	1	4	1294396 contact 1294182 contact 1294632 contact 2430580 social
displace	1	4	2406011 social 2402825 social 2013571 motion 1850315 motion
excavate	1	4	2143539 perception 1311378 contact 1313923 contact 1310660 contact
focalise	1	4	314272 change 314782 change 731789 cognition 2692335 stative
focalize	1	4	314272 change 2692335 stative 314782 change 731789 cognition
squelch	1	4	1921591 motion 2179279 perception 463234 change 1593937 contact
stagger	1	4	1924882 motion 1810126 emotion 1504130 contact 1925170 motion
stipple	1	4	1538469 contact 1695773 creation 1681212 creation 1750302 creation
stumble	1	4	2206462 possession 1900408 motion 618057 cognition 1901133 motion
subject	1	4	1118292 competition 2110927 perception 2496816 social 878636 communication
subside	1	4	1971929 motion 1986185 motion 232956 change 1986367 motion
subvert	1	4	1565028 contact 2543607 social 2402409 social 2579447 social
surpass	1	4	2673965 stative 1105639 competition 2051694 motion 2669477 stative
survive	1	4	2619924 stative 2619739 stative 2616713 stative 2618149 stative
thunder	1	4	2088792 motion 2770535 weather 915605 communication 1046587 communication
tighten	1	4	233203 change 419950 change 418765 change 420132 change
transit	1	4	1853696 motion 1867072 motion 1915365 motion 1866872 motion
triumph	1	4	1101734 competition 883635 communication 857923 communication 1823370 emotion
weather	1	4	275088 change 2038278 motion 1928283 motion 2707251 stative
wrestle	1	4	1092981 competition 1868370 motion 813495 communication 1504699 contact
wrinkle	1	4	1279305 contact 1277784 contact 1278427 contact 564857 change
abstract	1	4	734587 cognition 692329 cognition 2276866 possession 1008288 communication
pyramid	1	4	158094 change 2290756 possession 2246300 possession 1466047 contact
quarter	1	4	1563575 contact 642498 cognition 2483564 social 2653159 stative
reflate	1	4	264285 change 563360 change 563100 change 256283 change
refresh	1	4	24649 body 696852 cognition 164444 change 24814 body
regress	1	4	491456 change 387310 change 249313 change 93327 body
replace	1	4	2257767 possession 1308381 contact 162688 change 2405390 social
repress	1	4	2424128 social 1568630 contact 612841 cognition 586598 change
require	1	4	1188725 consumption 755745 communication 2627934 stative 751567 communication
reserve	1	4	2214485 possession 795632 communication 724150 cognition 2498320 social
retract	1	4	1609773 contact 2061366 motion 1506583 contact 798717 communication
retreat	1	4	799383 communication 2092476 motion 1994846 motion 1994442 motion
romance	1	4	1037910 communication 1775782 emotion 2534492 social 834557 communication
skitter	1	4	1448917 contact 1902405 motion 1888048 motion 1515924 contact
slacken	1	4	440580 change 441212 change 421125 change 421408 change
sparkle	1	4	2766390 weather 473003 change 519363 change 2766687 weather
intrude	1	4	747757 communication 2571251 social 2169119 perception 2018524 motion
isolate	1	4	495808 change 496770 change 655378 cognition 494269 change
marshal	1	4	1360197 contact 2000757 motion 1988325 motion 270215 change
measure	1	4	2704349 stative 647094 cognition 489837 change 681429 cognition
mortify	1	4	1801847 emotion 97394 body 1802070 emotion 1799794 emotion
neglect	1	4	2529284 social 616153 cognition 614999 cognition 616857 cognition
perform	1	4	2561995 social 2374764 social 1714208 creation 1712704 creation
perturb	1	4	276601 change 1764171 emotion 2065652 motion 2065329 motion
plunder	1	4	2345048 possession 2344568 possession 1565472 contact 2345288 possession
portray	1	4	1723690 creation 988890 communication 1688771 creation 1688256 creation
predate	1	4	2692686 stative 277086 change 1203500 consumption 2712443 stative
preempt	1	4	2406011 social 2301321 possession 2302652 possession 2302454 possession
presume	1	4	11551 body 632236 cognition 1015677 communication 2374924 social
promise	1	4	884317 communication 884011 communication 2740552 stative 917772 communication
provoke	1	4	1646866 creation 794079 communication 1759326 emotion 1789514 emotion
diverge	1	4	2709906 stative 2032415 motion 2661252 stative 2732603 stative
dribble	1	4	102974 body 2070874 motion 1611516 contact 1408760 contact
enclose	1	4	187526 change 1580467 contact 1587062 contact 2711114 stative
endorse	1	4	2447793 social 2453889 social 997794 communication 2556817 social
engrave	1	4	1321895 contact 1768630 emotion 1749790 creation 1322223 contact
enlarge	1	4	240293 change 955601 communication 157844 change 154778 change
