PHRASE	WORDS_COUNT	FREQUENCY	SYNSETS
post	1	12	999715 communication 1591621 contact 991683 communication 1088923 competition 1031256 communication 1570403 contact 1591476 contact 1960105 motion 2233195 possession 2385634 social 1031109 communication 2473331 social
fret	1	12	274633 change 1751722 creation 1773825 emotion 2330109 possession 1789164 emotion 2119659 perception 1793933 emotion 1570562 contact 1250908 contact 1767461 emotion 1752025 creation 274724 change
hook	1	12	2322230 possession 2319050 possession 1365709 contact 1080883 competition 1396790 contact 2276866 possession 1672490 creation 1165290 consumption 781652 communication 1409177 contact 783042 communication 1365549 contact
tap	1	12	1854519 motion 782057 communication 2312318 possession 1164273 consumption 1247804 contact 2360274 possession 1901021 motion 2185373 perception 2188848 perception 1403314 contact 1613732 contact 1895757 motion
pitch	1	12	1978436 motion 1514126 contact 1512625 contact 1509079 contact 298420 change 1149868 competition 2037090 motion 2302817 possession 1864634 motion 1884577 motion 298244 change 1402637 contact
discharge	1	11	448680 change 104868 body 1489465 contact 904046 communication 1377032 contact 1134238 competition 1489332 contact 2422026 social 1133825 competition 1097743 competition 2563724 social
die	1	11	354845 change 1785242 emotion 1555034 contact 1829475 emotion 434374 change 538323 change 2109818 perception 358431 change 1784953 emotion 1074914 competition 224295 change
stretch	1	11	101434 body 1449591 contact 541746 change 27268 body 487748 change 2607830 stative 2054989 motion 1985271 motion 154141 change 318816 change 240810 change
support	1	11	2556126 social 806314 communication 1217043 contact 908621 communication 895304 communication 1720773 creation 2663340 stative 2453889 social 668099 cognition 665886 cognition 2219094 possession
relieve	1	11	82563 body 64095 body 2550868 social 1815185 emotion 893878 communication 2312996 possession 2312882 possession 936648 communication 2412175 social 2564146 social 199067 change
connect	1	11	2389346 social 1407568 contact 2389592 social 1069190 communication 2622234 stative 713167 cognition 1069391 communication 2747403 stative 1354673 contact 1421122 contact 1237761 contact
convert	1	11	161987 change 114837 change 1084866 competition 385385 change 384411 change 381013 change 1084724 competition 115157 change 161225 change 1084588 competition 769553 communication
suffer	1	11	204750 change 2110082 perception 668099 cognition 1794668 emotion 204872 change 2719807 stative 65639 body 78401 body 2109190 perception 2121511 perception 65070 body
tumble	1	11	204281 change 2047857 motion 100235 body 1867997 motion 1976488 motion 2097047 motion 211642 change 590366 cognition 1473020 contact 2041877 motion 433069 change
retire	1	11	17865 body 1994442 motion 2380009 social 1615457 contact 2380251 social 2379753 social 2480448 social 2225342 possession 1766952 emotion 1154175 competition 2428487 social
train	1	11	100044 body 1151110 competition 602805 cognition 833702 communication 603298 cognition 2553697 social 1453969 contact 2387034 social 2509552 social 1936537 motion 2388403 social
accept	1	11	2209936 possession 797697 communication 686447 cognition 2236124 possession 718489 cognition 719231 cognition 2236624 possession 2301825 possession 2741546 stative 668805 cognition 2210622 possession
bring	1	11	135857 change 2077656 motion 1433294 contact 2247390 possession 1618547 creation 767334 communication 1434140 contact 1629589 creation 1808218 emotion 1438902 contact 2324478 possession
slip	1	11	465762 change 204391 change 2076280 motion 189669 change 2076501 motion 1888295 motion 1870275 motion 2105549 motion 2231328 possession 608978 cognition 617748 cognition
stay	1	11	460900 change 2009200 motion 1344643 contact 1857392 motion 2731024 stative 117985 change 2637202 stative 2727462 stative 1194114 consumption 2619122 stative 2560021 social
stop	1	11	362348 change 1478002 contact 1859221 motion 1440378 contact 2609764 stative 2559752 social 2680814 stative 362610 change 1860795 motion 1131473 competition 1862918 motion
rack	1	11	71547 body 1940782 motion 1669419 creation 1802689 emotion 1946138 motion 1960491 motion 2241107 possession 1213348 contact 1798678 emotion 2408722 social 1855058 motion
read	1	11	627091 cognition 626428 cognition 922867 communication 625119 cognition 2730813 stative 1718755 creation 599992 cognition 624476 cognition 593852 cognition 620239 cognition 627520 cognition
rest	1	11	1610101 contact 779360 communication 1502946 contact 2595840 social 14405 body 1545883 contact 117985 change 2731390 stative 2664664 stative 1543731 contact 779601 communication
save	1	11	2265979 possession 2464583 social 2266920 possession 2283716 possession 2357228 possession 549552 change 2551602 social 998886 communication 2225492 possession 2551832 social 2550868 social
lose	1	11	204872 change 2197091 perception 2127853 perception 1113806 competition 1099592 competition 1503101 contact 2288155 possession 1795082 emotion 2288828 possession 2287789 possession 2287618 possession
open	1	11	2358034 possession 1346804 contact 2140630 perception 2426171 social 539936 change 2425462 social 1077887 competition 1579813 contact 2744651 stative 540101 change 1346003 contact
free	1	11	269682 change 2494047 social 2564146 social 1475953 contact 2350175 possession 1528522 contact 2421374 social 902424 communication 1757994 creation 2316304 possession 2422026 social
know	1	11	595935 cognition 596644 cognition 594337 cognition 596132 cognition 608502 cognition 1426397 contact 594621 cognition 592883 cognition 608670 cognition 608372 cognition 595630 cognition
drag	1	11	783689 communication 1917845 motion 2677797 stative 2058756 motion 1244692 contact 341757 change 1454810 contact 1453433 contact 1199009 consumption 2101789 motion 2099544 motion
fail	1	11	560247 change 2529284 social 2522319 social 2599528 social 434374 change 2523521 social 1799235 emotion 2318403 possession 2528380 social 172909 change 2523784 social
feed	1	11	502757 change 189511 change 1203715 consumption 1182152 consumption 1178565 consumption 1182021 consumption 1181166 consumption 1180206 consumption 1179865 consumption 2066939 motion 2555787 social
flip	1	11	1512625 contact 1893465 motion 1241614 contact 121678 change 1893079 motion 584810 change 1893601 motion 1510173 contact 2153023 perception 717921 cognition 1222958 contact
cast	1	11	981276 communication 1881180 motion 1662771 creation 76400 body 1632897 creation 2236023 possession 1507143 contact 2385813 social 1513430 contact 1710481 creation 1078050 competition
pay	1	11	2344243 possession 2488056 social 2251743 possession 2253154 possession 737884 cognition 2732292 stative 732224 cognition 1060494 communication 2253456 possession 2252931 possession 2291708 possession
say	1	11	979870 communication 1016002 communication 945499 communication 978549 communication 923197 communication 1009240 communication 928959 communication 746718 communication 1009821 communication 2730813 stative 917300 communication
dissolve	1	11	338559 change 446329 change 447771 change 2029944 motion 447309 change 376106 change 355955 change 1784799 emotion 1784592 emotion 355803 change 447950 change
distribute	1	10	2754598 stative 2043190 motion 1378556 contact 2754855 stative 968211 communication 2479990 social 2201644 possession 2754696 stative 2294436 possession 1504130 contact
act	1	10	13615 body 2367363 social 1719302 creation 10435 body 1721556 creation 1719921 creation 2744977 stative 2419073 social 2525447 social 1095899 competition
introduce	1	10	349592 change 1421622 contact 901103 communication 1618693 creation 1065115 communication 901799 communication 187526 change 1642437 creation 706693 cognition 2078591 motion
register	1	10	728224 cognition 2472033 social 2105810 perception 922867 communication 2471690 social 2471087 social 1032326 communication 1726605 creation 1001857 communication 2139740 perception
maintain	1	10	2280132 possession 896497 communication 732552 cognition 2203168 possession 2204564 possession 1016778 communication 1065877 communication 1184625 consumption 1017643 communication 2681795 stative
continue	1	10	118523 change 2687916 stative 2747922 stative 781000 communication 2747709 stative 2410175 social 2684924 stative 2679899 stative 2727462 stative 1995549 motion
release	1	10	269682 change 2421374 social 69295 body 1474550 contact 104868 body 967625 communication 1757994 creation 2494047 social 2316304 possession 1436518 contact
explode	1	10	306017 change 306539 change 306723 change 306298 change 719062 cognition 1055661 communication 1565795 contact 862467 communication 665335 cognition 157623 change
address	1	10	464687 change 897564 communication 990655 communication 990812 communication 989201 communication 2601456 social 1160899 consumption 2249018 possession 1033527 communication 1150981 competition
spread	1	10	1380122 contact 2689299 stative 2082690 motion 1378556 contact 968211 communication 1611746 contact 1579813 contact 1611901 contact 2060141 motion 969873 communication
submit	1	10	2262752 possession 2589013 social 878348 communication 2310328 possession 878636 communication 878136 communication 732394 cognition 669762 cognition 1118081 competition 1072641 competition
engage	1	10	2208537 possession 2409412 social 2376089 social 886602 communication 2401399 social 220115 change 2240151 possession 2375131 social 1510827 contact 600370 cognition
freeze	1	10	12613 body 375865 change 374135 change 21997 body 78138 body 1834730 motion 269423 change 2758826 weather 363493 change 445711 change
answer	1	10	2746017 stative 1183896 consumption 2669789 stative 815171 communication 815686 communication 635523 cognition 2658570 stative 636279 cognition 718308 cognition 719590 cognition
change	1	10	109660 change 126264 change 123170 change 161225 change 2257370 possession 550117 change 2088241 motion 551210 change 169458 change 163251 change
twist	1	10	143914 change 1223182 contact 2738701 stative 1868370 motion 1280014 contact 1222645 contact 1895519 motion 1349493 contact 91124 body 932798 communication
waste	1	10	388635 change 1158181 consumption 2268351 possession 389406 change 389992 change 2223479 possession 93775 body 2067889 motion 1327301 contact 1161087 consumption
write	1	10	1691057 creation 1007027 communication 1744611 creation 1698271 creation 1705494 creation 993014 communication 1692834 creation 1031966 communication 998886 communication 1699896 creation
